ListingKey	APR	Category	Year
6DE135925125545123B05C7	20.40%	1	2013
6DE235802040405456E4D8A	14.45%	1	2013
6DE33428597747057EE5B20	14.95%	7	2008
6DE33500652584591F7CBA2	41.36%	7	2010
6DE33528797192436C1CD21	29.51%	2	2011
6DE336005599024911C012C	17.69%	7	2014
6DE43546679539639FF8ACC	18.32%	1	2012
6DE435508900940317D2AB8	35.80%	1	2012
6DE5341350193841642D80A	15.90%	1	2008
6DE53508655171603BF1CF0	5.93%	7	2011
6DE53549025579706564715	33.97%	1	2012
6DE6357267743330826933B	29.54%	14	2013
6DE836011864139752DB43F	14.24%	1	2014
6DEA3563766505434FC4370	20.37%	1	2012
6DEA35967710491089DF827	27.78%	1	2013
6DEB3590783274130FD11DD	21.58%	1	2013
6DEC3551114749473983096	35.80%	1	2012
6DEC35907364720865E856A	35.36%	1	2013
6DED3471447946317770BCF	11.45%	1	2009
6DED35415989761449BB561	35.80%	3	2012
6DEE3585832666500ABADF1	22.71%	1	2013
6DEE3604105613823891951	22.78%	1	2014
6DEF340982524398479AF9C	23.97%	7	2008
6DEF3580773892371AADFFD	12.21%	1	2013
6DF0358403331439060EC05	31.85%	1	2013
6DF13599499493485D5B111	18.63%	1	2014
6DF236017087869807F39F8	32.73%	1	2014
6DF335358734105894D99E6	35.80%	1	2011
6DF5340851817668378DFA0	36.62%	4	2007
6DF53412967126731AA111E	18.07%	5	2008
6DF634160468146017E82A3	12.40%	1	2008
6DF635634357256055043C6	27.46%	1	2012
6DF63565419548492247889	13.70%	1	2012
6DF636017911971777D41F2	18.73%	1	2014
6DF734226805914831EF2BB	12.56%	7	2008
6DF73584719509568FFF79A	29.34%	1	2013
6DF73599190574275C75D9D	23.44%	3	2014
6DFA346658777961280A9E6	9.49%	7	2009
6DFB35401568801430A638D	35.80%	6	2012
6DFB359745803929433AED9	20.93%	7	2013
6DFB3600117228164D11C05	18.56%	1	2014
6DFB36035879410367A3674	16.68%	1	2014
6DFC3591891372387BB41B2	23.44%	1	2013
6DFC3591891372387BB41B2	23.44%	1	2013
6DFD3417135783395C0B4A5	7.56%	7	2008
6DFE3428248618443530981	13.92%	3	2008
6E013594500910464B3FD38	8.50%	1	2013
6E0335968712596113B2BAE	21.34%	1	2013
6E04358395474617322A384	25.78%	1	2013
6E053596922138286576021	26.15%	1	2013
6E053596922138286576021	26.15%	1	2013
6E073555322089653F7917F	25.78%	11	2012
6E083477145793912D6CF02	25.85%	6	2010
6E0835194872718266DC811	30.53%	2	2011
6E083581422888553CA327A	14.35%	1	2013
6E08359221269788646F590	22.60%	7	2013
6E083594957181594556246	26.15%	1	2013
6E0934207466665835B6B49	12.56%	1	2008
6E09349711187833469B0EA	31.05%	1	2010
6E0935908323305579BE273	25.33%	1	2013
6E093598377325755A4FD1D	13.80%	1	2013
6E0A3541185710265E6CB3A	28.37%	3	2012
6E0C35935419457138C2E9A	30.90%	13	2013
6E0C359903895517161FDD8	18.91%	1	2014
6E0E359071523803186B115	32.44%	1	2013
6E0E36016433339644A3CEB	12.69%	1	2014
6E0F356043533160368E0A9	28.03%	1	2012
6E133525267180005607EE0	20.20%	1	2011
6E133547379849516E5167D	8.83%	14	2012
6E1435727276216040EEEB1	20.46%	1	2013
6E183592265073747A5F9B1	18.02%	1	2013
6E193431602380218C53CAF	11.98%	2	2008
6E193587786295367536BCD	28.54%	1	2013
6E1A35610612670834F3083	19.65%	1	2012
6E1B35642799684844FDCC8	12.53%	7	2012
6E1C3425878779037B62727	19.73%	7	2008
6E1D3595991739254052E38	16.97%	1	2013
6E1F350102437026424186B	33.10%	7	2010
6E1F358741010342492AA47	14.35%	14	2013
6E1F359200540973401E9DE	13.23%	13	2013
6E213510651159847F37923	29.51%	1	2011
6E213580194609319B7DE1C	22.69%	18	2013
6E2235610167976201411FA	30.23%	1	2012
6E2235726043261782D604F	31.29%	1	2013
6E223588498452612576AA4	29.62%	2	2013
6E223596065809814F7019E	18.91%	1	2013
6E2335298594024170E57AE	29.51%	2	2011
6E233591080024434F4413A	17.53%	1	2013
6E243603649799171CC9655	19.03%	1	2014
6E2535270371464229DAFA3	13.41%	3	2011
6E2636001356954514DF100	26.86%	1	2014
6E2936026767880770CD9F5	14.85%	7	2014
6E2B3601486260703559413	16.66%	1	2014
6E2C35353825437906DE558	28.73%	1	2011
6E2E3500726009898B2D8F8	38.72%	1	2010
6E2E3530157849204BB4753	29.25%	1	2011
6E2E359943574520737B63A	23.27%	1	2013
6E2E3604270705638E8F15F	19.14%	1	2014
6E30358235522384739F8CA	18.21%	13	2013
6E3235904540478305DC2FC	23.32%	13	2013
6E3335204905273248DE7CD	22.36%	1	2011
6E343566908937858715733	9.99%	1	2012
6E3535571904322381C8D2E	17.19%	1	2012
6E353559861913958AD948C	35.80%	1	2012
6E353576533435691E9C98B	25.36%	1	2013
6E3535906182133529CCFD6	28.08%	1	2013
6E363549503358097555C83	35.84%	3	2012
6E3635907873327522B29C1	17.60%	1	2013
6E373421900022069747EDB	18.18%	4	2008
6E383460919700691337A12	11.52%	2	2009
6E393530557873608832D19	35.24%	1	2011
6E393539111545461323E35	11.77%	1	2012
6E3C3544581334655E71928	31.38%	1	2012
6E3C354685136723231568C	33.55%	1	2012
6E3C360008932229044CB15	22.14%	1	2014
6E3D3530018551341879194	13.55%	3	2011
6E40341310626077551FB23	7.69%	3	2008
6E423532229003635452E5B	35.80%	1	2011
6E4334141746811393FB69B	17.68%	4	2008
6E4335510360330589FD756	28.70%	2	2012
6E43360186606066597333D	24.86%	1	2014
6E463409824444066B13236	19.99%	2	2007
6E463572568567687336B40	17.75%	1	2013
6E4834768982051961CA494	31.05%	3	2010
6E48360535387227351E512	18.16%	6	2014
6E4934135356859729379EF	26.29%	1	2008
6E493567016357958F3C920	13.25%	1	2012
6E4A3412873073697969602	19.11%	5	2008
6E4B3535953169653433031	24.25%	1	2012
6E4C3538495243345A33C75	35.80%	7	2012
6E4D34166601893106667AB	16.20%	1	2008
6E4D3596190502795C76A39	16.73%	1	2013
6E4E35569113271667122C7	33.67%	2	2012
6E5035895506708568DCC96	18.48%	1	2013
6E51358149630879246F4A8	25.01%	1	2013
6E5135888107260774A96C3	15.32%	1	2013
6E5334732447637652D3914	37.45%	7	2010
6E5335566991797829AF439	14.82%	1	2012
6E553590210815494148BE0	18.56%	1	2013
6E563511422772162D61A8E	18.41%	7	2011
6E563548607805786F5A40B	25.26%	1	2012
6E563590400896782B39C36	14.45%	2	2013
6E563600670411369F12E78	18.99%	1	2014
6E58341295866571701A612	22.24%	4	2008
6E5835444254385155F2D22	33.55%	1	2012
6E59353403478987791C812	18.48%	1	2011
6E5935598921529473A4074	21.03%	1	2012
6E5935936273093089E6EB1	21.29%	1	2013
6E5A3514978380966CD1A72	32.58%	1	2011
6E5A35763298798291FAA0E	20.08%	1	2013
6E5A35992240798817FF18A	18.28%	1	2014
6E5B3520248346318E14790	35.64%	7	2011
6E5C3538383645458372168	16.15%	3	2012
6E5C3601074803275068608	13.80%	1	2014
6E5D3596999572082EBC929	28.85%	1	2013
6E5D36026880267491EFBA9	15.87%	1	2014
6E603589660605948B90369	30.90%	1	2013
6E6035946944793324567A5	33.97%	1	2013
6E613521099633110C1AF7C	20.86%	1	2011
6E61352946727181107B124	20.20%	7	2011
6E61353700992439715F043	24.25%	1	2012
6E613586695648361B00ABF	22.91%	1	2013
6E623487094602184DAA556	19.60%	1	2010
6E623561432118693F0E21D	24.76%	1	2012
6E633423129412655BD588F	7.36%	3	2008
6E63352699456160385FEBE	13.41%	1	2011
6E633591670937233D290EB	27.26%	1	2013
6E643596943602329161510	9.43%	1	2013
6E6535569490560682B38FE	35.80%	3	2012
6E653576086211055B3F032	9.96%	2	2013
6E673566714768337D8172C	9.74%	1	2012
6E67358620279880913F779	22.28%	2	2013
6E683428705586841234A06	29.97%	1	2008
6E68355067306431969B69D	35.84%	3	2012
6E693423836664647DDF678	37.45%	1	2008
6E693576759922066F9D6DF	23.94%	1	2013
6E6A3496147471562F111CB	38.06%	1	2010
6E6A35243343577157022FD	30.53%	7	2011
6E6A35880754565489CF909	30.75%	1	2013
6E6B3599689659346CE8068	19.86%	1	2014
6E6C3475865169598599922	12.31%	6	2010
6E6C3519343143497FE8323	35.64%	1	2011
6E6C359304655525187CE8C	33.22%	1	2013
6E6D35787280791113D1550	18.14%	1	2013
6E6E3514486713024730F99	14.12%	1	2011
6E6E355267279617030C329	35.80%	1	2012
6E6F3570078653444C7DD95	12.53%	6	2013
6E6F3578464497008D182A7	9.33%	1	2013
6E7035968633142000D49A0	22.55%	1	2013
6E71349677663974120EA9E	22.37%	7	2010
6E713592062713987BA13A0	18.48%	1	2013
6E7235759069026792EF90B	26.88%	1	2013
6E72358452085017557DD32	23.87%	7	2013
6E733473281410647C4761D	18.67%	7	2010
6E733530973890386506C4B	13.55%	1	2011
6E74360194838339886F3FC	19.63%	1	2014
6E753422912586256FCA2EE	34.41%	4	2008
6E75359922379802881E953	14.71%	1	2014
6E75360108996685097AAAA	15.87%	1	2014
6E77347533026906466F014	18.67%	7	2010
6E77359960138401646172D	14.71%	2	2013
6E793511028481851C6ED41	25.42%	1	2011
6E7935416064426320A71A6	20.36%	1	2012
6E7A3526219733425B64FF6	30.53%	6	2011
6E7B3502605773351314C09	33.10%	3	2010
6E7B3596785096537CD41AF	27.78%	14	2013
6E7B3603102015670B86120	30.89%	1	2014
6E7C342310379286640C248	12.30%	1	2008
6E7C35569025205110AC6C9	15.94%	2	2012
6E7C35894914746704283FC	21.29%	1	2013
6E7C35894914746704283FC	21.29%	1	2013
6E7C3598353928672E0E328	20.81%	1	2013
6E7D34213844334228445AD	14.97%	3	2008
6E7D3598678698013FB25CE	15.87%	1	2014
6E7D3598678698013FB25CE	15.87%	1	2014
6E7E3486442025881C9258B	27.81%	6	2010
6E7E3539574784912E6C643	25.45%	3	2012
6E7E35692005879873851A1	26.53%	1	2013
6E7F3414043441195300511	9.22%	2	2008
6E7F35926206966780DBDBD	19.86%	1	2013
6E7F3598810609278A3BEB4	6.73%	1	2014
6E7F3602765949978671266	21.50%	1	2014
6E8035346966595864946F4	16.49%	1	2012
6E823548202101837C80DAE	35.80%	1	2012
6E853545198014558446915	17.85%	1	2012
6E8535803835458944F3FDF	21.95%	1	2013
6E873534856819596F71DC0	28.97%	1	2011
6E873578388424679EA4C23	27.29%	1	2013
6E883422015766827EBD4FB	19.73%	2	2008
6E883472084103640D7C8D7	9.79%	1	2009
6E8835985639176122FAF82	13.80%	1	2014
6E89353253853920374E344	19.33%	1	2011
6E8935365732439372A6298	29.39%	1	2012
6E893557709442452227246	31.03%	1	2012
6E8A346395194717394A104	25.45%	1	2009
6E8A35076445314985AD9E0	16.65%	1	2011
6E8C351709634432667D0E9	35.64%	2	2011
6E8C3595956280465C5A1E5	12.61%	1	2013
6E8D341997584926198ED37	30.30%	3	2008
6E8D3603142809475591C82	21.50%	1	2014
6E8E3554560391055F159D5	25.79%	2	2012
6E8E3565267936704AC6FDA	19.65%	18	2012
6E8E3602559831328E3AF09	23.89%	2	2014
6E8F358921047599410A884	22.91%	1	2013
6E903585542974821983CCA	13.23%	1	2013
6E903602057367118C6082E	13.84%	1	2014
6E913420253787207C95AEA	18.34%	4	2008
6E9234676428873287ABC07	13.12%	1	2009
6E9335524949498978E7ABE	35.80%	15	2012
6E9335849798051618EFF61	24.25%	1	2013
6E94354617201922661510C	18.32%	1	2012
6E94357419711812575992E	10.88%	3	2013
6E9435774598486830EB20B	23.46%	1	2013
6E9435864108972435DA321	8.93%	1	2013
6E9535225855549314D7EA0	29.25%	1	2011
6E9634197323600512A6A60	16.46%	7	2008
6E9635703997534949ED6C5	28.03%	1	2013
6E973595147800721BEE64D	21.17%	1	2013
6E9835438831387945FA510	20.36%	1	2012
6E983600192765034D05F74	13.80%	1	2014
6E983600192765034D05F74	13.80%	1	2014
6E993530796264029600B61	17.36%	1	2011
6E9A3555501534479CCD523	28.93%	18	2012
6E9C34795095737533B0E7F	7.44%	5	2010
6E9C3550690570942CC55C5	17.85%	3	2012
6E9C36003835371667C825F	17.97%	1	2014
6E9C36040984389464A6E8D	14.75%	1	2014
6E9E3602864474713ABF901	9.07%	1	2014
6EA13588283127624BFEDA5	35.36%	2	2013
6EA23594280001793C83E19	21.58%	1	2013
6EA23599110827240EE0640	6.73%	1	2014
6EA43532822351197E8D52E	19.55%	1	2011
6EA53579722259167068786	14.86%	1	2013
6EA535906425439536EDBA5	17.84%	1	2013
6EA634127172182517E8904	23.93%	4	2008
6EA7359137273242694DB0C	22.11%	1	2013
6EA73597293558521DE0EE3	9.43%	1	2013
6EA835617252348476AE113	28.78%	15	2012
6EA835956594975480316F9	32.45%	19	2013
6EAA3553173899190279CFC	17.97%	1	2012
6EAD3423449330957C848E4	31.45%	2	2008
6EAE3556354354342FA1DDA	24.68%	7	2012
6EB03533521975747FD7DCB	35.84%	1	2011
6EB035376022713195A3DD7	11.77%	2	2012
6EB135296722608926AA931	28.97%	7	2011
6EB13576666660304D584E4	19.36%	1	2013
6EB13580244769370944D84	8.33%	2	2013
6EB235991029788789DFBE2	19.50%	1	2014
6EB23600371105161FF3533	14.71%	2	2014
6EB435181536301059D5117	35.64%	1	2011
6EB43563596284720988FA0	18.19%	1	2012
6EB4358137490389318B77C	35.36%	1	2013
6EB6352657192181729D31B	34.62%	1	2011
6EB6359297757461468222B	12.69%	1	2013
6EB734677309204888A0064	39.15%	1	2009
6EB834955753624542E4794	38.72%	6	2010
6EB93523625836593093025	30.53%	7	2011
6EB93595554039175C07BF7	21.94%	7	2013
6EBA3517012561792117371	18.17%	6	2011
6EBB3594478493368DBF9ED	15.32%	1	2013
6EBC35119233164145A6BFA	34.62%	1	2011
6EBC35425545944426C79E4	17.36%	2	2012
6EBD35278593865080C1D3C	20.20%	6	2011
6EBE3516528664849914AEE	18.17%	7	2011
6EBE35296573017075BE4B3	35.80%	1	2011
6EBF35868545451124FDA9E	18.73%	1	2013
6EC23591995015391981506	29.36%	1	2013
6EC53539136198496D879CC	26.68%	15	2012
6EC53603288532302A0761D	18.07%	1	2014
6EC735216088970277AAC04	35.64%	1	2011
6EC73574811812960E7C37D	25.10%	1	2013
6EC834126446378191F8A90	22.14%	4	2008
6EC83593117778041D49041	15.02%	6	2013
6EC93526819849354991E41	30.53%	3	2011
6EC935922777783121E9160	18.97%	1	2013
6ECA34606323139321E2E10	32.29%	1	2009
6ECA35765463843115403F5	15.83%	15	2013
6ECA35892206982810D5C9C	19.14%	1	2013
6ECA35916397535168C86C0	30.18%	1	2013
6ECB35611373204002946F6	7.37%	1	2012
6ECB35773666231978E3386	25.01%	1	2013
6ECC3597626112004E2D8B0	32.45%	1	2013
6ECD35657630253376B9FBB	23.66%	7	2012
6ECE3534419996809CC6B08	28.97%	7	2011
6ECF35885706147734EE140	35.36%	2	2013
6ED034259139541711FDE31	16.44%	1	2008
6ED1351040796856260CEE1	16.15%	2	2011
6ED335125152422393352B9	12.51%	1	2011
6ED33525147917076A7DE55	27.47%	7	2011
6ED335298216263764280E4	35.24%	1	2011
6ED33553916759191B3B540	20.93%	1	2012
6ED43597969914655E4A6FD	29.57%	1	2013
6ED6343305486241243538A	27.80%	1	2008
6ED634980875099202AF442	36.94%	1	2010
6ED73430537038560E5C71E	33.39%	3	2008
6ED7352243204218376CD89	27.47%	7	2011
6ED73537420315065E51894	23.99%	1	2012
6ED7358509471634303D9D1	15.83%	1	2013
6ED735962952292328D3C27	22.11%	14	2013
6ED8357653729766558169D	23.87%	1	2013
6EDA3593444549863B48CB9	20.63%	1	2013
6EDD3564540673660C78483	21.43%	7	2012
6EDE357320445478518B2E0	22.35%	1	2013
6EDE3603938003838C73612	16.48%	1	2014
6EDF34208304200439C35A8	7.68%	4	2008
6EE134108475077257A9050	13.63%	3	2008
6EE135181233233666F64A8	22.36%	3	2011
6EE23552626068778D2F277	20.46%	1	2012
6EE235809793050361069A4	20.08%	1	2013
6EE235869371920577A13AE	24.76%	14	2013
6EE236006155400113503E1	23.89%	14	2014
6EE434749926235461F34DE	6.44%	5	2010
6EE43544348827448DD668D	13.08%	2	2012
6EE435898691440029C305E	26.33%	1	2013
6EE4359232528729668B459	23.90%	3	2013
6EE53553427909448B58C4A	35.84%	7	2012
6EE535992048587335035E0	12.11%	1	2013
6EE634756859887410A2409	11.30%	1	2010
6EE63598800201028B35921	19.63%	1	2014
6EE73604301778717A81294	11.55%	2	2014
6EE83476812528882DABB96	11.27%	5	2010
6EE83598595483741670708	15.02%	1	2013
6EEA3417299981386AE55EA	9.88%	1	2008
6EEA3591482747448C0746A	16.71%	1	2013
6EEC3595098741958ABAAD5	19.14%	1	2013
6EED3526981855632741189	20.20%	2	2011
6EED3575262254083DE48D4	13.23%	1	2013
6EED358257913157830A7E1	28.78%	19	2013
6EED35889124053108BF76A	27.26%	3	2013
6EF035380872918989B0734	32.68%	7	2012
6EF23413764357235F49516	33.39%	1	2008
6EF2351761428328667FDC4	34.62%	7	2011
6EF63535918670636069CA2	19.11%	13	2012
6EF6354874870591129E770	35.84%	2	2012
6EF8341905592141587DC92	28.32%	4	2008
6EF83548068661108311F72	27.46%	7	2012
6EF835955841083646CCFC3	13.19%	1	2013
6EF83603017659887F8E5C3	14.24%	1	2014
6EFA34104292724419CF401	12.40%	4	2008
6EFA3467493971754BC1EA8	13.34%	7	2009
6EFA3557011525593A46189	15.83%	2	2012
6EFA35973831264838DB4BB	9.43%	1	2013
6EFC3484049646438732996	37.45%	5	2010
6EFC3547174917070C0348A	20.71%	7	2012
6EFF35439438474073DBE83	12.43%	1	2012
6EFF35584222212592A0DA9	27.06%	1	2012
6EFF359601132324484138E	16.32%	1	2013
6F0035818738064624C1822	30.00%	1	2013
6F013603986408786C18412	9.07%	1	2014
6F023568452887403FE9A32	25.01%	1	2013
6F023601759132085B0E33D	20.07%	20	2014
6F0334292668715773AE362	18.18%	1	2008
6F03360310009958657059B	22.97%	1	2014
6F043579374151577C8461E	30.29%	1	2013
6F053539257693604A1ADAC	35.80%	3	2012
6F0535571740691088E9711	24.68%	2	2012
6F0634110328596799F2C72	16.98%	1	2008
6F0735966062708144366CF	14.21%	1	2013
6F083596838071029B5C62A	27.31%	1	2013
6F09347493089924901B851	29.74%	6	2010
6F093518775449772ECFEB1	34.89%	2	2011
6F09353578267270298E907	6.59%	1	2012
6F0B353634545521746209E	35.80%	7	2012
6F0B358362437549027CB13	33.04%	1	2013
6F0B3600708300453605DF9	16.30%	1	2014
6F0B3600997387975EC20A0	21.65%	1	2014
6F0C358415832894754CD8F	21.03%	1	2013
6F0D3428180798172270B12	32.36%	3	2008
6F0D35901009604913306EE	19.32%	1	2013
6F0D359359162505797DBF2	19.14%	1	2013
6F0D36001701943736EEA9E	32.45%	1	2014
6F0E3524873953190B394F5	34.11%	1	2011
6F0E3557305008487ED05FD	9.23%	7	2012
6F0E3592510440730D0736D	15.78%	1	2013
6F10352565533085434E831	20.20%	1	2011
6F103577375770110616118	26.53%	1	2013
6F113559270989197EA483A	19.91%	2	2012
6F113590662565124932C61	19.68%	1	2013
6F113597857444974B98DC8	14.15%	1	2013
6F1235506664326157EE754	35.80%	1	2012
6F1336028789741803781E3	22.30%	1	2014
6F143410464682914A8346A	21.02%	1	2008
6F143574326784707BB087A	17.52%	1	2013
6F143588347634464785689	17.60%	1	2013
6F1535699489160931FE1BE	14.35%	19	2013
6F153594860562363BC4941	17.60%	1	2013
6F193556853055077A31220	8.58%	1	2012
6F1935619379910939FD99C	8.58%	1	2012
6F193580624081538037D63	21.57%	1	2013
6F1A3539166784711E9B914	31.38%	1	2012
6F1A3578782960395306E05	20.05%	1	2013
6F1B3598603508841933C2F	17.15%	1	2013
6F1D3516490969325173B53	34.62%	2	2011
6F1D354940896768123715D	17.85%	18	2012
6F1D35717514492607FB1D5	14.97%	1	2013
6F1E3537138589177783989	15.78%	1	2012
6F1E3581574738633F366DE	8.93%	1	2013
6F1F35031182194495D224E	33.10%	6	2010
6F1F3543922504308CCBC28	12.43%	1	2012
6F203522850629255D422AC	20.20%	1	2011
6F20359034749917174499C	22.91%	1	2013
6F213531360747735F69ADC	6.59%	2	2011
6F213561144271974B012CB	23.28%	1	2012
6F23357674921211093A3C8	27.64%	16	2013
6F243593948840026DF1B76	17.60%	1	2013
6F243604091811366224793	17.19%	1	2014
6F253565124224160D6E6B6	26.53%	13	2012
6F25357313891319481D264	19.65%	1	2013
6F26359913950726656A9DA	20.04%	1	2014
6F273482265321213E824AF	25.99%	3	2010
6F283573164381798F129F6	25.36%	2	2013
6F2835846701284832A9604	17.52%	1	2013
6F2934946298365730F50B9	41.36%	7	2010
6F2A3545389745915B46B54	35.80%	1	2012
6F2A3588897291886C328C4	33.29%	13	2013
6F2A3599214060482C0BC93	16.66%	1	2014
6F2B3414768807059C06F2F	10.69%	1	2008
6F2B34806580851552DAD77	11.30%	5	2010
6F2B3533971674623150EE4	28.97%	2	2011
6F2B35401254779564DABAD	6.83%	1	2012
6F2C35538266502899D838E	28.34%	1	2012
6F2C35896875090484D7A44	21.29%	1	2013
6F2C359638980332357FE86	14.71%	1	2013
6F2D3590723013918757B24	16.29%	1	2013
6F2E3417088356072F2A560	15.42%	1	2008
6F2E35753335370585D6EA8	21.95%	1	2013
6F2F35412048420424FC02B	24.25%	13	2012
6F2F35920273335672DECA3	15.83%	1	2013
6F303595317645285CB22E9	14.82%	1	2013
6F3134960673224031FCD8B	38.06%	1	2010
6F3234319696935546488B1	18.39%	1	2008
6F3234501829072307BC38D	28.73%	1	2009
6F3235805105258821C1943	20.08%	1	2013
6F323596250297784D333EC	9.43%	1	2013
6F33353466552954519FD76	15.78%	1	2011
6F34359318417714816A937	20.27%	2	2013
6F34359993046323325083F	14.71%	1	2014
6F353572470705111D20DFD	30.29%	7	2013
6F363592108953353155049	9.00%	1	2013
6F363595230901073882A7E	14.15%	1	2013
6F39353078205637989FD9D	28.41%	3	2011
6F393604053084618DB90AE	31.98%	7	2014
6F3A3571975609041848396	18.14%	3	2013
6F3B3557948869169716692	35.80%	1	2012
6F3B3596471219184073C15	13.19%	14	2013
6F3C358395539406900197F	29.54%	7	2013
6F3C3597789261492CAEB88	14.15%	1	2013
6F3C3597993758923BA4C4A	13.84%	1	2013
6F3C3597993758923BA4C4A	13.84%	1	2013
6F3C3603989202859A604B3	7.65%	1	2014
6F3D3546280674285C08D38	33.55%	6	2012
6F3D35570893224247477D7	27.06%	1	2012
6F3D358569349474098AEEA	20.59%	1	2013
6F3D3586386330240406183	24.28%	2	2013
6F3D3601560728935768E9D	11.55%	1	2014
6F3E354013299435972C89C	22.46%	7	2012
6F3E3588692495658460913	27.29%	2	2013
6F3F3559622171567941D97	14.49%	7	2012
6F3F3580201226398429CF6	28.78%	1	2013
6F403559710649570742322	35.80%	13	2012
6F403597079427280955775	20.52%	1	2013
6F40360473273003016244B	16.26%	1	2014
6F4135263573045974414ED	30.53%	3	2011
6F4135947956749548E72D9	24.56%	14	2013
6F413600983618037AF61B4	7.62%	1	2014
6F42347126974780419FD69	6.44%	7	2009
6F433419146931029DA06C3	17.02%	1	2008
6F433548425078235B7B737	9.99%	7	2012
6F433600188173911049BB3	23.27%	2	2014
6F443603296900400C72E29	13.66%	1	2014
6F463580193305694D01256	21.57%	1	2013
6F47352180585869717E9A8	35.64%	1	2011
6F4835569789459448F03DC	24.30%	1	2012
6F483574836189528FF8CB4	21.03%	1	2013
6F483598678138067A1F3AD	18.63%	1	2013
6F493533060783597B31B87	35.80%	3	2011
6F493551215861299373F5F	35.80%	1	2012
6F493557193094642679935	15.83%	1	2012
6F4A3521502678189240EF4	34.62%	1	2011
6F4B355276562650606A4EA	30.46%	16	2012
6F4C34239914355005C9E44	19.46%	1	2008
6F4D34634908969772FBE74	17.12%	3	2009
6F4D35440625858623DA028	35.80%	1	2012
6F4D3573736338920188FEB	14.97%	8	2013
6F4D3590031780925B69807	21.94%	1	2013
6F4E352965361955662C55C	19.55%	2	2011
6F4E3577312739163A2C8E5	30.29%	1	2013
6F4F356171319851653509C	13.98%	1	2012
6F4F3586152154174EBFD69	28.39%	20	2013
6F4F3601644360494DE89B8	14.21%	1	2014
6F51354541672148586FECC	24.70%	2	2012
6F533431924374546358955	10.34%	7	2008
6F533589621910587E7B4C0	21.58%	1	2013
6F543561808107437773D16	17.75%	16	2012
6F543567035977108FE0355	35.36%	1	2013
6F5435804845384133D3477	35.36%	1	2013
6F553602222524292AE5A79	24.01%	3	2014
6F563500419649076C32DA7	39.15%	6	2010
6F5736014823293337E20FB	6.73%	1	2014
6F583571991083857534B1B	10.88%	1	2013
6F593583197681158E04851	13.94%	1	2013
6F5A3584245119451E14881	14.45%	1	2013
6F5B353743040444893EC7F	15.78%	1	2012
6F5B3568728366021AA9163	27.04%	1	2013
6F5C3408924662812D3E770	17.07%	1	2007
6F5D3580337111292A6B4DF	30.29%	1	2013
6F5D359503130634010570B	21.34%	1	2013
6F5E3558260127792703833	33.05%	2	2012
6F5E35967660636292E08C1	14.21%	1	2013
6F603588949311156A3A2FF	13.70%	1	2013
6F603602665415853069659	18.56%	1	2014
6F613513936561301854E9B	35.64%	1	2011
6F6135450633319775789B9	17.36%	1	2012
6F6236008344454902E1391	21.17%	1	2014
6F6335404242635371CA196	20.36%	2	2012
6F633577416604028AF23ED	24.28%	7	2013
6F643533268473050C694D8	35.29%	1	2011
6F66355765990128001E200	34.61%	1	2012
6F6735252764610829A2B5B	34.89%	1	2011
6F673566612868665246B56	29.54%	7	2012
6F68358204343494993AF08	22.28%	1	2013
6F693594688584392C84B53	13.80%	1	2013
6F6A357748982573247B751	35.36%	6	2013
6F6C35123498392438B24A5	29.51%	2	2011
6F6C3587145925583057CF1	31.79%	1	2013
6F6D35001131787449BCBF4	15.55%	7	2010
6F6D3545828362980F90097	15.54%	6	2012
6F6D3574428755227FFAA0E	22.35%	18	2013
6F6E358633367617136FAC0	23.90%	3	2013
6F6E3591454927628ED4201	19.32%	1	2013
6F6E3591567578674AA5CC3	19.14%	6	2013
6F6F35063640877535BFC68	16.65%	1	2011
6F7035297633066951EB81E	29.51%	2	2011
6F70358746373641125AF79	18.85%	1	2013
6F7135127140152533D16A6	16.15%	7	2011
6F7135380855952851CEE51	33.55%	15	2012
6F7235464158504576B3CCB	33.97%	7	2012
6F723588476911101CC2480	23.90%	1	2013
6F733419996782178F5CA04	19.46%	3	2008
6F733515710398973413DD8	32.58%	3	2011
6F73356754790460971013B	28.53%	7	2013
6F7335902956592560834FF	24.61%	1	2013
6F743513943057414E72012	29.51%	1	2011
6F7535753817593778742B8	18.14%	1	2013
6F76354452085822603325A	35.80%	1	2012
6F7735577417506838ABC8B	30.46%	6	2012
6F7735728742870888CB440	20.08%	20	2013
6F783583572248075ABAEE6	20.59%	1	2013
6F7935933542149225527A1	13.80%	1	2013
6F7A3555585750118F1DA62	35.80%	1	2012
6F7A3600773038497383137	17.61%	1	2014
6F7C34094256139986EDED7	13.59%	4	2007
6F7D35099709662036F7DB5	9.21%	6	2011
6F7F3574169573308B1879D	21.95%	1	2013
6F7F35922329290970639B5	19.32%	7	2013
6F7F3601150788437C643A3	7.92%	1	2014
6F8034080224823365714B3	14.89%	3	2007
6F803555965766344ADF6F4	23.12%	3	2012
6F813592775492214D0ED09	18.02%	1	2013
6F8135952591504962A570D	17.53%	1	2013
6F823585309256625C7C680	25.33%	1	2013
6F833601021050917C6BF46	22.55%	1	2014
6F8535305422909566860CA	35.24%	3	2011
6F863521342464266DD7502	30.53%	7	2011
6F8635254935925884AB243	16.06%	3	2011
6F873596423480974C32296	21.34%	1	2013
6F883420897752788A3BC55	20.98%	1	2008
6F883508258237984E67F33	16.15%	3	2011
6F8835744236660698F2407	31.03%	1	2013
